id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD002300,C08287,P001,2024-11-04,1,3054.67,KO,Agadir,Carte,15,2024-11-07
CMD002301,C02077,P048,May 15 2024,2,3943.08,livré,Tnja,Espèces,15,2024-05-19
CMD002302,C09430,P041,2024-04-20,2,3592.93,KO,casa,Virement,19,2024-04-21
CMD002303,C07144,P022,Sep 06 2024,5,2479.6,OK,TANGER,Virement,9,2024-09-07
CMD002304,C03598,P042,Mar 08 2024,3,4123.28,OK,cbl,Espèces,18,2024-03-11
CMD002305,C07003,P016,Oct 16 2024,2,4279.19,livré,rbat,Virement,13,2024-10-21
CMD002306,C00352,P038,2024-08-31,3,2142.07,annulé,TANGER,Espèces,18,2024-09-05
CMD002307,C06773,P010,31/07/2024,1,2855.91,annulé,rbat,Virement,19,2024-08-05
CMD002308,C07913,P021,Oct 31 2024,4,1218.67,KO,cbl,Carte,20,2024-11-05
CMD002309,C02425,P032,Apr 11 2024,3,4350.33,OK,tanger,Espèces,8,2024-04-15
CMD002310,C02776,P020,2024-11-07,4,4272.92,OK,RABAT,Virement,4,2024-11-08
CMD002311,C02882,P007,2024-07-03,5,321.54,DONE,CASABLANCA,Virement,9,2024-07-08
CMD002312,C08676,P032,2024-11-22,3,2155.89,OK,tanger,Carte,16,2024-11-26
CMD002313,C02766,P046,Feb 28 2024,5,1751.18,livré,CASABLANCA,Carte,3,2024-03-01
CMD002314,C09805,P047,10/06/2024,1,1128.97,OK,TANGER,Virement,7,2024-06-15
CMD002315,C07195,P030,Sep 18 2024,5,1686.62,annulé,tanger,Espèces,19,2024-09-19
CMD002316,C09401,P047,Aug 19 2024,2,1456.02,OK,tanger,Carte,12,2024-08-21
CMD002317,C03491,P017,13/07/2024,5,1749.76,livré,Agadir,Virement,19,2024-07-17
CMD002318,C04880,P045,Jul 30 2024,2,3216.54,KO,RABAT,Carte,14,2024-08-03
CMD002319,C08025,P028,2024-03-31,2,3108.76,livré,TANGER,Virement,14,2024-04-03
CMD002320,C09021,P030,2024-05-12,3,3317.22,retourné,Tnja,Carte,16,2024-05-14
CMD002321,C05410,P038,2024-07-19,1,943.68,livré,CASABLANCA,Virement,19,2024-07-21
CMD002322,C00284,P025,05/08/2024,5,2295.76,KO,cbl,Carte,8,2024-08-07
CMD002323,C08510,P003,2024-02-03,5,4680.05,DONE,cbl,Espèces,1,2024-02-06
CMD002324,C04116,P035,01/11/2024,3,203.64,retourné,CASABLANCA,Espèces,,2024-11-04
CMD002325,C05083,P009,02/10/2024,2,3760.39,retourné,RABAT,Carte,3,2024-10-06
CMD002326,C08205,P016,05/08/2024,2,3110.11,retourné,casa,Virement,5,2024-08-06
CMD002327,C05024,P022,24/03/2024,4,1757.51,annulé,Tnja,Virement,11,2024-03-26
CMD002328,C06349,P035,14/02/2024,4,1458.15,KO,TANGER,Virement,11,2024-02-16
CMD002329,C09437,P027,2024-08-28,4,2308.23,retourné,RABAT,Espèces,,2024-08-30
CMD002330,C01189,P018,16/01/2024,5,3972.26,en_cours,cbl,Espèces,8,2024-01-17
CMD002331,C00545,P013,Jun 14 2024,1,3843.73,OK,Agadir,Carte,19,2024-06-16
CMD002332,C02960,P044,26/04/2024,3,4528.42,livré,cbl,Espèces,11,2024-04-29
CMD002333,C00112,P029,2024-07-17,5,3497.38,OK,Agadir,Espèces,6,2024-07-18
CMD002334,C02969,P048,27/07/2024,4,863.76,en_cours,rbat,Carte,17,2024-08-01
CMD002335,C06148,P045,2024-10-14,3,1083.03,KO,RABAT,Carte,20,2024-10-17
CMD002336,C04341,P018,Jan 16 2024,2,1631.19,KO,Tnja,Espèces,,2024-01-18
CMD002337,C03779,P036,2024-09-23,4,1041.51,OK,RABAT,Virement,19,2024-09-26
CMD002338,C07192,P027,23/10/2024,1,1586.14,retourné,TANGER,Carte,11,2024-10-24
CMD002339,C01713,P042,19/08/2024,1,632.56,OK,RABAT,Espèces,11,2024-08-24
CMD002340,C07656,P005,Apr 17 2024,5,2095.61,KO,RABAT,Virement,13,2024-04-19
CMD002341,C08883,P037,May 23 2024,5,3723.2,livré,rbat,Carte,20,2024-05-28
CMD002342,C06232,P041,2024-07-21,1,4459.6,retourné,RABAT,Espèces,,2024-07-24
CMD002343,C09982,P046,27/08/2024,2,4387.05,DONE,RABAT,Carte,18,2024-08-28
CMD002344,C06191,P022,2024-10-11,2,2938.9,livré,Tnja,Virement,16,2024-10-16
CMD002345,C04374,P008,12/11/2024,1,675.93,KO,CASABLANCA,Carte,6,2024-11-14
CMD002346,C02836,P046,06/07/2024,5,1786.81,DONE,TANGER,Carte,8,2024-07-09
CMD002347,C03365,P041,15/08/2024,2,3242.07,en_cours,TNG,Espèces,,2024-08-17
CMD002348,C07385,P008,24/08/2024,4,1945.44,OK,Agadir,Virement,2,2024-08-26
CMD002349,C04892,P019,2024-11-07,5,3893.78,retourné,TNG,Carte,11,2024-11-11
CMD002350,C01940,P047,03/04/2024,3,4133.22,en_cours,Tnja,Carte,2,2024-04-04
CMD002351,C09776,P003,2024-06-26,3,882.06,retourné,Tnja,Virement,10,2024-06-29
CMD002352,C09774,P012,2024-10-15,3,4098.95,retourné,Tnja,Espèces,6,2024-10-16
CMD002353,C01490,P020,2024-11-14,3,3062.89,OK,Agadir,Espèces,18,2024-11-17
CMD002354,C10040,P013,30/01/2024,3,3919.94,en_cours,cbl,Espèces,1,2024-02-04
CMD002355,C10249,P038,Aug 05 2024,3,1460.98,DONE,rbat,Virement,,2024-08-07
CMD002356,C05230,P004,05/02/2024,1,493.85,retourné,TANGER,Virement,16,2024-02-08
CMD002357,C00429,P010,2024-06-27,1,2637.59,annulé,rbat,Carte,8,2024-06-29
CMD002358,C07014,P044,07/08/2024,1,3957.12,KO,CASABLANCA,Virement,,2024-08-11
CMD002359,C02862,P025,07/02/2024,4,4710.25,en_cours,TNG,Carte,1,2024-02-11
CMD002360,C09838,P011,14/09/2024,3,667.32,DONE,RABAT,Carte,8,2024-09-18
CMD002361,C04656,P026,18/07/2024,3,1067.65,OK,rbat,Espèces,18,2024-07-22
CMD002362,C05524,P011,08/02/2024,5,3105.82,OK,RABAT,Virement,10,2024-02-11
CMD002363,C10254,P050,2024-02-15,2,741.69,OK,RABAT,Carte,17,2024-02-16
CMD002364,C01713,P019,04/02/2024,2,192.59,OK,Tnja,Carte,18,2024-02-05
CMD002365,C04784,P002,Jul 24 2024,3,4756.22,KO,rbat,Carte,9,2024-07-28
CMD002366,C00364,P024,Oct 31 2024,3,1252.79,annulé,Tnja,Espèces,14,2024-11-03
CMD002367,C03805,P028,2024-08-01,1,3983.81,en_cours,CASABLANCA,Espèces,13,2024-08-03
CMD002368,C05473,P007,Jan 04 2024,2,2456.0,retourné,casa,Virement,2,2024-01-07
CMD002369,C09149,P013,Jun 14 2024,1,1222.79,DONE,CASABLANCA,Virement,9,2024-06-19
CMD002370,C08980,P020,2024-08-12,1,174.91,en_cours,CASABLANCA,Espèces,20,2024-08-13
CMD002371,C03549,P050,24/06/2024,4,572.28,retourné,TANGER,Espèces,1,2024-06-25
CMD002372,C07888,P013,2024-06-28,1,3670.37,retourné,Agadir,Espèces,16,2024-06-30
CMD002373,C00977,P023,2024-10-21,4,3571.25,annulé,CASABLANCA,Carte,18,2024-10-24
CMD002374,C00352,P047,2024-07-08,4,3840.6,KO,TANGER,Virement,18,2024-07-10
CMD002375,C05063,P012,Jul 22 2024,1,224.69,retourné,TANGER,Virement,9,2024-07-26
CMD002376,C03840,P046,Nov 08 2024,5,1234.82,annulé,tanger,Virement,9,2024-11-13
CMD002377,C06517,P025,Aug 26 2024,4,1233.1,KO,CASABLANCA,Espèces,18,2024-08-27
CMD002378,C01659,P014,17/04/2024,2,957.18,annulé,Agadir,Virement,15,2024-04-20
CMD002379,C03792,P036,May 07 2024,4,4894.5,annulé,rbat,Espèces,6,2024-05-12
CMD002380,C05271,P005,Mar 10 2024,4,908.56,KO,cbl,Carte,11,2024-03-14
CMD002381,C02738,P004,Mar 05 2024,1,2776.68,retourné,CASABLANCA,Virement,14,2024-03-09
CMD002382,C08551,P007,2024-01-07,4,1391.13,DONE,cbl,Espèces,,2024-01-11
CMD002383,C00391,P041,Jul 22 2024,4,4977.14,annulé,cbl,Carte,4,2024-07-24
CMD002384,C03797,P015,10/05/2024,5,3250.13,livré,cbl,Carte,18,2024-05-12
CMD002385,C03304,P025,Feb 01 2024,2,1316.82,annulé,RABAT,Carte,16,2024-02-02
CMD002386,C05686,P050,25/11/2024,2,0.0,retourné,cbl,Espèces,2,2024-11-27
CMD002387,C07500,P025,04/10/2024,1,589.86,annulé,CASABLANCA,Carte,7,2024-10-06
CMD002388,C04697,P050,Nov 15 2024,3,1326.67,DONE,CASABLANCA,Carte,4,2024-11-19
CMD002389,C08274,P007,Mar 29 2024,2,1538.96,KO,cbl,Virement,9,2024-03-31
CMD002390,C10170,P023,2024-01-01,5,3197.71,DONE,casa,Carte,16,2024-01-04
CMD002391,C03776,P034,2024-04-25,5,1037.05,OK,Tnja,Espèces,13,2024-04-29
CMD002392,C02990,P032,31/03/2024,3,3352.19,livré,casa,Virement,2,2024-04-02
CMD002393,C09504,P041,16/07/2024,1,4466.54,DONE,Agadir,Espèces,16,2024-07-17
CMD002394,C07888,P028,02/02/2024,3,1943.94,KO,Tnja,Carte,17,2024-02-06
CMD002395,C09737,P039,2024-01-22,2,1191.71,KO,casa,Virement,15,2024-01-25
CMD002396,C01590,P004,2024-10-28,1,4336.14,retourné,rbat,Virement,14,2024-10-29
CMD002397,C09437,P019,22/11/2024,4,4969.61,annulé,tanger,Virement,,2024-11-27
CMD002398,C02154,P006,2024-01-27,1,3195.79,retourné,rbat,Carte,14,2024-01-31
CMD002399,C10127,P009,14/01/2024,3,3776.26,DONE,tanger,Espèces,3,2024-01-15
CMD002400,C07697,P026,Jul 02 2024,2,2539.99,retourné,Tnja,Carte,2,2024-07-03
CMD002401,C05734,P005,2024-07-17,2,4763.66,OK,TNG,Virement,2,2024-07-18
CMD002402,C06087,P001,05/04/2024,5,1332.03,KO,Tnja,Carte,10,2024-04-10
CMD002403,C04760,P043,19/04/2024,2,4085.47,DONE,tanger,Espèces,12,2024-04-23
CMD002404,C00360,P045,Jan 07 2024,4,1403.36,OK,casa,Carte,3,2024-01-09
CMD002405,C03371,P040,2024-11-16,1,961.16,OK,TANGER,Espèces,13,2024-11-19
CMD002406,C02527,P002,2024-10-24,2,733.88,retourné,TNG,Carte,11,2024-10-27
CMD002407,C05307,P016,07/05/2024,4,4229.29,KO,rbat,Carte,19,2024-05-10
CMD002408,C03622,P012,May 14 2024,2,3669.45,livré,TNG,Espèces,19,2024-05-15
CMD002409,C04919,P046,2024-07-20,5,2779.01,annulé,casa,Carte,17,2024-07-21
CMD002410,C06221,P041,May 05 2024,1,1898.01,KO,casa,Carte,13,2024-05-06
CMD002411,C09308,P005,19/09/2024,1,3172.84,annulé,TNG,Espèces,7,2024-09-20
CMD002412,C00076,P002,Feb 24 2024,4,1834.62,retourné,tanger,Espèces,9,2024-02-28
CMD002413,C10249,P023,25/10/2024,2,186.5,OK,RABAT,Espèces,,2024-10-28
CMD002414,C03721,P001,07/10/2024,3,2626.82,DONE,Tnja,Espèces,6,2024-10-09
CMD002415,C06534,P003,Oct 25 2024,1,2177.22,DONE,CASABLANCA,Espèces,8,2024-10-27
CMD002416,C01700,P025,2024-02-19,3,1147.96,DONE,TANGER,Espèces,7,2024-02-21
CMD002417,C05300,P015,30/07/2024,2,1285.44,KO,tanger,Carte,11,2024-08-03
CMD002418,C03000,P025,2024-11-12,3,4055.49,retourné,tanger,Espèces,,2024-11-13
CMD002419,C07792,P049,Aug 29 2024,5,3536.23,KO,cbl,Virement,7,2024-09-02
CMD002420,C09200,P042,2024-11-13,1,201.91,en_cours,TNG,Espèces,2,2024-11-15
CMD002421,C03152,P015,Feb 18 2024,1,1579.71,en_cours,TANGER,Espèces,2,2024-02-20
CMD002422,C08962,P006,04/05/2024,1,578.89,OK,Tnja,Carte,2,2024-05-06
CMD002423,C06716,P011,2024-09-16,4,186.56,livré,RABAT,Carte,15,2024-09-18
CMD002424,C07075,P002,Oct 27 2024,1,4736.96,annulé,RABAT,Virement,4,2024-11-01
CMD002425,C06208,P018,2024-01-18,3,3837.4,KO,tanger,Espèces,4,2024-01-19
CMD002426,C00232,P030,09/07/2024,2,4792.88,DONE,TNG,Virement,15,2024-07-12
CMD002427,C01922,P025,May 02 2024,2,3323.97,en_cours,tanger,Virement,,2024-05-05
CMD002428,C09039,P015,20/03/2024,3,2373.89,KO,RABAT,Espèces,14,2024-03-23
CMD002429,C09193,P022,Apr 09 2024,2,4034.78,annulé,CASABLANCA,Espèces,15,2024-04-14
CMD002430,C00629,P037,2024-05-13,3,2938.61,DONE,casa,Virement,14,2024-05-17
CMD002431,C01693,P044,Nov 23 2024,2,3199.26,KO,CASABLANCA,Espèces,6,2024-11-26
CMD002432,C02492,P041,2024-10-31,5,3847.46,livré,rbat,Carte,13,2024-11-05
CMD002433,C02923,P040,Apr 20 2024,4,3062.19,livré,Tnja,Virement,12,2024-04-23
CMD002434,C03753,P050,Nov 21 2024,3,3905.68,KO,casa,Espèces,9,2024-11-22
CMD002435,C09457,P038,01/06/2024,1,677.25,DONE,Tnja,Carte,12,2024-06-04
CMD002436,C02535,P019,2024-11-21,3,437.47,en_cours,RABAT,Virement,10,2024-11-25
CMD002437,C02862,P049,Oct 05 2024,1,2728.8,annulé,RABAT,Carte,2,2024-10-08
CMD002438,C03160,P025,2024-04-24,4,1591.21,OK,CASABLANCA,Carte,10,2024-04-28
CMD002439,C10157,P040,27/07/2024,3,3617.83,annulé,tanger,Espèces,3,2024-07-31
CMD002440,C02145,P016,Apr 05 2024,2,3651.24,KO,Agadir,Carte,16,2024-04-06
CMD002441,C02225,P045,14/02/2024,2,1231.89,OK,RABAT,Virement,10,2024-02-16
CMD002442,C03888,P041,Jul 26 2024,2,189.38,annulé,rbat,Virement,4,2024-07-28
CMD002443,C07989,P032,05/09/2024,2,3462.73,OK,rbat,Carte,8,2024-09-07
CMD002444,C05267,P026,04/07/2024,2,107.02,annulé,rbat,Espèces,6,2024-07-07
CMD002445,C07067,P028,Oct 11 2024,2,3804.51,OK,tanger,Espèces,,2024-10-13
CMD002446,C01369,P036,Oct 07 2024,2,1395.61,KO,TNG,Carte,17,2024-10-08
CMD002447,C09202,P016,06/04/2024,4,1817.39,annulé,TNG,Virement,9,2024-04-10
CMD002448,C07181,P002,Mar 09 2024,1,1533.22,annulé,cbl,Virement,14,2024-03-13
CMD002449,C01282,P031,17/11/2024,4,2620.46,annulé,CASABLANCA,Carte,12,2024-11-22
CMD002450,C00989,P021,Mar 22 2024,2,3870.42,OK,tanger,Espèces,12,2024-03-27
CMD002451,C04686,P033,2024-04-02,5,3912.89,DONE,cbl,Espèces,4,2024-04-05
CMD002452,C05690,P047,07/06/2024,5,4259.65,retourné,tanger,Virement,11,2024-06-10
CMD002453,C01614,P005,Sep 15 2024,3,1739.91,en_cours,cbl,Virement,12,2024-09-20
CMD002454,C08187,P007,2024-09-05,2,622.55,KO,Tnja,Espèces,6,2024-09-10
CMD002455,C07819,P009,28/10/2024,1,801.81,DONE,TNG,Carte,2,2024-10-29
CMD002456,C00911,P037,Jan 06 2024,1,2439.54,retourné,tanger,Carte,16,2024-01-07
CMD002457,C02374,P027,2024-06-20,3,3222.15,KO,casa,Virement,9,2024-06-23
CMD002458,C02598,P004,06/02/2024,3,357.64,KO,cbl,Carte,13,2024-02-07
CMD002459,C07120,P042,2024-08-03,5,3407.36,en_cours,TANGER,Espèces,17,2024-08-05
CMD002460,C01304,P027,Oct 04 2024,4,3734.8,DONE,casa,Carte,18,2024-10-09
CMD002461,C04702,P008,2024-02-25,2,471.99,en_cours,CASABLANCA,Virement,1,2024-03-01
CMD002462,C02936,P014,Aug 21 2024,2,2324.38,annulé,TNG,Carte,19,2024-08-25
CMD002463,C06013,P045,14/06/2024,1,1506.73,annulé,tanger,Virement,16,2024-06-18
CMD002464,C07674,P027,2024-08-09,3,223.11,livré,CASABLANCA,Espèces,17,2024-08-12
CMD002465,C06439,P042,05/07/2024,3,140.63,KO,tanger,Virement,5,2024-07-08
CMD002466,C00679,P042,Jul 18 2024,1,4589.56,annulé,Tnja,Espèces,14,2024-07-21
CMD002467,C02193,P004,2024-02-28,-3,4249.76,DONE,TANGER,Virement,17,2024-03-03
CMD002468,C01773,P015,May 09 2024,1,3284.76,KO,Agadir,Carte,13,2024-05-14
CMD002469,C01494,P016,Jun 03 2024,4,633.66,OK,CASABLANCA,Carte,2,2024-06-08
CMD002470,C07060,P043,2024-06-04,4,4715.12,retourné,Agadir,Carte,12,2024-06-05
CMD002471,C03301,P023,2024-05-20,3,3401.15,retourné,Agadir,Espèces,13,2024-05-24
CMD002472,C07070,P006,2024-11-24,3,3291.47,annulé,TANGER,Espèces,20,2024-11-28
CMD002473,C04795,P023,20/10/2024,4,4797.86,livré,RABAT,Carte,,2024-10-24
CMD002474,C00526,P039,08/06/2024,4,3567.1,en_cours,rbat,Virement,15,2024-06-10
CMD002475,C09597,P044,Apr 13 2024,1,1967.57,OK,casa,Carte,20,2024-04-14
CMD002476,C00716,P028,Oct 30 2024,3,2240.64,OK,rbat,Carte,2,2024-11-01
CMD002477,C01796,P033,28/02/2024,5,1384.24,OK,Tnja,Espèces,,2024-03-01
CMD002478,C09932,P049,2024-08-07,2,4104.88,livré,rbat,Espèces,,2024-08-11
CMD002479,C05605,P013,22/01/2024,1,873.2,DONE,rbat,Virement,14,2024-01-23
CMD002480,C08796,P008,26/06/2024,4,4856.16,livré,TANGER,Virement,13,2024-06-27
CMD002481,C05849,P008,2024-03-16,5,1881.09,OK,RABAT,Espèces,17,2024-03-17
CMD002482,C02001,P010,2024-02-23,2,2378.27,livré,CASABLANCA,Virement,13,2024-02-24
CMD002483,C09347,P010,2024-05-01,4,4798.29,livré,TNG,Virement,15,2024-05-02
CMD002484,C07976,P039,27/08/2024,5,2115.52,OK,CASABLANCA,Virement,20,2024-09-01
CMD002485,C00495,P015,Feb 13 2024,5,3813.18,en_cours,rbat,Espèces,17,2024-02-18
CMD002486,C07997,P023,2024-11-12,2,1644.09,retourné,TANGER,Carte,,2024-11-15
CMD002487,C06548,P047,Jul 15 2024,-1,3604.54,DONE,RABAT,Virement,9,2024-07-18
CMD002488,C09446,P022,2024-04-06,3,3231.06,livré,TNG,Virement,17,2024-04-10
CMD002489,C09957,P036,29/01/2024,3,3433.76,DONE,CASABLANCA,Virement,,2024-01-31
CMD002490,C00899,P037,Oct 16 2024,5,2849.17,KO,TANGER,Virement,14,2024-10-19
CMD002491,C05232,P041,2024-02-20,5,192.06,retourné,tanger,Carte,4,2024-02-25
CMD002492,C02696,P014,Oct 27 2024,5,2218.02,annulé,TNG,Virement,2,2024-10-30
CMD002493,C08881,P050,30/07/2024,4,647.63,livré,RABAT,Virement,18,2024-08-04
CMD002494,C06112,P030,Jun 24 2024,3,4165.69,annulé,RABAT,Carte,20,2024-06-29
CMD002495,C07754,P025,2024-06-08,3,3930.87,DONE,Tnja,Espèces,15,2024-06-10
CMD002496,C09591,P008,May 02 2024,1,2654.73,livré,TANGER,Espèces,18,2024-05-07
CMD002497,C02867,P016,2024-09-05,1,3962.59,annulé,cbl,Espèces,14,2024-09-10
CMD002498,C08095,P023,Mar 05 2024,3,4704.86,DONE,RABAT,Carte,6,2024-03-07
CMD002499,C06571,P008,2024-10-12,3,3030.95,annulé,RABAT,Espèces,20,2024-10-15
CMD002500,C03762,P039,2024-05-19,2,2071.2,DONE,cbl,Virement,17,2024-05-20
CMD002501,C05442,P045,Nov 03 2024,5,4169.13,KO,Agadir,Espèces,18,2024-11-05
CMD002502,C04736,P024,Nov 18 2024,5,3529.49,OK,Tnja,Espèces,5,2024-11-22
CMD002503,C01663,P036,29/07/2024,5,2698.8,livré,CASABLANCA,Virement,10,2024-08-01
CMD002504,C00660,P003,Jun 19 2024,4,4895.18,annulé,Agadir,Carte,,2024-06-24
CMD002505,C04874,P031,2024-07-08,4,4491.09,KO,TANGER,Espèces,9,2024-07-11
CMD002506,C07561,P038,17/04/2024,4,3155.42,DONE,casa,Carte,2,2024-04-18
CMD002507,C02100,P013,24/11/2024,3,3358.15,OK,cbl,Carte,13,2024-11-29
CMD002508,C09915,P026,15/08/2024,4,792.21,retourné,RABAT,Espèces,12,2024-08-19
CMD002509,C09878,P045,09/06/2024,2,4202.31,annulé,RABAT,Virement,7,2024-06-10
CMD002510,C06375,P030,25/08/2024,2,4399.26,retourné,Tnja,Espèces,9,2024-08-27
CMD002511,C06249,P045,Jun 16 2024,4,1521.92,KO,rbat,Espèces,15,2024-06-21
CMD002512,C08027,P044,2024-05-30,5,817.66,OK,Agadir,Carte,10,2024-06-03
CMD002513,C08055,P019,2024-02-16,1,4954.38,KO,CASABLANCA,Virement,20,2024-02-21
CMD002514,C09874,P021,Sep 03 2024,4,928.43,DONE,tanger,Espèces,9,2024-09-06
CMD002515,C02161,P034,Feb 02 2024,1,2908.81,livré,cbl,Espèces,10,2024-02-05
CMD002516,C03317,P006,Jun 13 2024,3,1022.63,DONE,CASABLANCA,Espèces,11,2024-06-15
CMD002517,C05235,P047,16/01/2024,5,3229.91,OK,cbl,Espèces,17,2024-01-18
CMD002518,C10045,P002,14/08/2024,5,4970.33,OK,rbat,Virement,,2024-08-18
CMD002519,C05202,P031,Jun 20 2024,1,3305.32,retourné,tanger,Espèces,1,2024-06-25
CMD002520,C06008,P034,2024-08-11,1,1220.94,en_cours,cbl,Espèces,14,2024-08-16
CMD002521,C02168,P018,Nov 13 2024,2,3106.04,DONE,TNG,Carte,4,2024-11-15
CMD002522,C04607,P037,04/10/2024,4,4478.72,OK,tanger,Carte,14,2024-10-06
CMD002523,C04029,P043,2024-08-03,2,1057.76,DONE,CASABLANCA,Virement,16,2024-08-06
CMD002524,C10199,P018,Mar 28 2024,4,2049.46,livré,TNG,Espèces,8,2024-03-29
CMD002525,C03338,P049,17/03/2024,1,4436.39,en_cours,cbl,Espèces,18,2024-03-19
CMD002526,C05629,P040,2024-07-04,1,3658.3,KO,TANGER,Espèces,5,2024-07-08
CMD002527,C00990,P025,22/06/2024,4,0.0,en_cours,cbl,Carte,13,2024-06-25
CMD002528,C08587,P004,2024-05-21,5,4998.6,livré,Tnja,Virement,6,2024-05-26
CMD002529,C04307,P031,01/06/2024,1,1893.56,en_cours,rbat,Carte,1,2024-06-06
CMD002530,C03755,P032,2024-08-11,3,858.5,OK,TNG,Carte,20,2024-08-13
CMD002531,C07474,P010,2024-07-05,3,1578.27,retourné,TANGER,Carte,5,2024-07-06
CMD002532,C04182,P045,29/08/2024,1,1164.85,OK,cbl,Virement,4,2024-09-01
CMD002533,C04038,P016,May 12 2024,1,1495.77,OK,TNG,Virement,16,2024-05-16
CMD002534,C07730,P038,2024-07-29,1,735.71,DONE,rbat,Carte,17,2024-08-01
CMD002535,C05869,P021,28/09/2024,5,2058.07,livré,CASABLANCA,Carte,13,2024-10-01
CMD002536,C10194,P027,2024-08-05,2,4108.44,livré,CASABLANCA,Carte,15,2024-08-08
CMD002537,C06876,P011,2024-09-17,3,978.82,annulé,tanger,Virement,14,2024-09-19
CMD002538,C02722,P035,24/10/2024,2,4289.76,en_cours,TNG,Virement,5,2024-10-28
CMD002539,C03425,P014,Apr 25 2024,3,3466.08,OK,Agadir,Espèces,4,2024-04-26
CMD002540,C01042,P034,2024-11-21,2,2133.95,DONE,TANGER,Espèces,19,2024-11-22
CMD002541,C05212,P044,May 19 2024,5,1097.96,OK,TANGER,Virement,7,2024-05-24
CMD002542,C08253,P018,Sep 11 2024,4,1734.03,DONE,Tnja,Virement,16,2024-09-13
CMD002543,C05794,P028,08/04/2024,1,663.0,annulé,Agadir,Virement,14,2024-04-11
CMD002544,C09260,P002,09/09/2024,1,3072.67,en_cours,rbat,Carte,17,2024-09-12
CMD002545,C03857,P021,Sep 23 2024,2,183.48,retourné,cbl,Carte,19,2024-09-27
CMD002546,C00966,P036,May 26 2024,2,1882.39,annulé,RABAT,Carte,11,2024-05-28
CMD002547,C04330,P046,09/02/2024,5,3877.46,OK,casa,Espèces,,2024-02-10
CMD002548,C05745,P008,18/03/2024,1,960.09,DONE,RABAT,Carte,4,2024-03-23
CMD002549,C04172,P013,2024-02-05,3,2347.92,OK,cbl,Virement,5,2024-02-07
CMD002550,C02127,P036,01/08/2024,1,2248.81,en_cours,Agadir,Espèces,9,2024-08-03
CMD002551,C06105,P020,Mar 20 2024,1,139.87,DONE,RABAT,Espèces,16,2024-03-25
CMD002552,C06905,P012,2024-05-03,1,1150.49,livré,TANGER,Espèces,12,2024-05-04
CMD002553,C02131,P006,09/10/2024,5,2984.1,OK,rbat,Virement,12,2024-10-13
CMD002554,C07271,P007,2024-09-24,5,1600.65,livré,TANGER,Carte,10,2024-09-26
CMD002555,C02714,P031,06/05/2024,1,3572.35,en_cours,CASABLANCA,Carte,12,2024-05-10
CMD002556,C04654,P028,2024-02-13,4,2465.64,OK,TANGER,Virement,2,2024-02-16
CMD002557,C06482,P012,Aug 19 2024,2,4908.46,annulé,tanger,Virement,7,2024-08-22
CMD002558,C01998,P035,Apr 14 2024,4,4556.28,annulé,tanger,Carte,17,2024-04-15
CMD002559,C09035,P011,16/05/2024,3,4787.74,OK,Tnja,Espèces,1,2024-05-19
CMD002560,C06578,P041,2024-06-17,5,4315.48,livré,CASABLANCA,Espèces,10,2024-06-22
CMD002561,C09573,P019,10/02/2024,1,1857.12,en_cours,CASABLANCA,Carte,,2024-02-12
CMD002562,C06851,P027,2024-01-11,4,2393.72,OK,Tnja,Espèces,15,2024-01-12
CMD002563,C04368,P003,12/09/2024,2,1530.3,en_cours,tanger,Espèces,16,2024-09-17
CMD002564,C01904,P038,05/02/2024,4,4828.68,DONE,Tnja,Carte,3,2024-02-10
CMD002565,C01286,P049,30/07/2024,5,1836.02,livré,rbat,Carte,1,2024-08-04
CMD002566,C09737,P009,2024-08-03,1,230.79,KO,CASABLANCA,Espèces,12,2024-08-06
CMD002567,C05429,P016,2024-08-22,4,791.74,en_cours,TANGER,Carte,3,2024-08-26
CMD002568,C08292,P016,Oct 01 2024,3,4000.86,OK,TNG,Espèces,15,2024-10-06
CMD002569,C10223,P013,Jan 07 2024,3,2728.93,OK,tanger,Espèces,1,2024-01-11
CMD002570,C03129,P022,2024-01-11,4,3820.59,en_cours,CASABLANCA,Virement,15,2024-01-16
CMD002571,C05068,P019,28/10/2024,5,2376.88,OK,CASABLANCA,Carte,8,2024-11-01
CMD002572,C03381,P012,2024-01-01,4,3613.75,KO,TNG,Virement,13,2024-01-02
CMD002573,C06384,P036,Jun 19 2024,2,2033.08,en_cours,casa,Carte,8,2024-06-20
CMD002574,C07705,P005,12/05/2024,5,1596.11,OK,Agadir,Carte,11,2024-05-16
CMD002575,C01090,P047,Jun 27 2024,3,4109.4,retourné,casa,Espèces,19,2024-07-01
CMD002576,C02895,P003,Apr 18 2024,1,1640.85,retourné,Tnja,Espèces,19,2024-04-20
CMD002577,C01311,P028,11/01/2024,4,2173.83,KO,rbat,Virement,5,2024-01-15
CMD002578,C10290,P036,Nov 23 2024,3,892.77,KO,TANGER,Carte,1,2024-11-28
CMD002579,C00147,P033,2024-06-20,2,4245.81,KO,rbat,Virement,3,2024-06-22
CMD002580,C01860,P006,2024-03-12,2,4888.01,en_cours,TNG,Espèces,6,2024-03-17
CMD002581,C00206,P036,24/11/2024,1,3595.31,KO,casa,Virement,20,2024-11-26
CMD002582,C01218,P030,2024-05-31,3,879.3,retourné,TANGER,Virement,7,2024-06-02
